cluster,count,mean,median,std,top_attributes
-1,383,"{""BALANCE"":4884.9696855692,""BALANCE_FREQUENCY"":0.9430447781,""PURCHASES"":5912.5464751958,""ONEOFF_PURCHASES"":3787.4019060052,""INSTALLMENTS_PURCHASES"":2126.7685900783,""CASH_ADVANCE"":4109.8115053629,""PURCHASES_FREQUENCY"":0.7157770313,""ONEOFF_PURCHASES_FREQUENCY"":0.4514835979,""PURCHASES_INSTALLMENTS_FREQUENCY"":0.5796919269,""CASH_ADVANCE_FREQUENCY"":0.2984851123,""CASH_ADVANCE_TRX"":12.6579634465,""PURCHASES_TRX"":63.2663185379,""CREDIT_LIMIT"":10090.7832898172,""PAYMENTS"":9495.0051976005,""MINIMUM_PAYMENTS"":4634.0288211234,""PRC_FULL_PAYMENT"":0.2088452376,""TENURE"":11.4490861619}","{""BALANCE"":4060.710208,""BALANCE_FREQUENCY"":1.0,""PURCHASES"":4085.23,""ONEOFF_PURCHASES"":1341.62,""INSTALLMENTS_PURCHASES"":936.98,""CASH_ADVANCE"":1626.351366,""PURCHASES_FREQUENCY"":0.916667,""ONEOFF_PURCHASES_FREQUENCY"":0.416667,""PURCHASES_INSTALLMENTS_FREQUENCY"":0.75,""CASH_ADVANCE_FREQUENCY"":0.166667,""CASH_ADVANCE_TRX"":2.0,""PURCHASES_TRX"":42.0,""CREDIT_LIMIT"":9500.0,""PAYMENTS"":7793.279324,""MINIMUM_PAYMENTS"":1611.762121,""PRC_FULL_PAYMENT"":0.0,""TENURE"":12.0}","{""BALANCE"":3799.8028934752,""BALANCE_FREQUENCY"":0.1570135721,""PURCHASES"":7216.4411429956,""ONEOFF_PURCHASES"":6026.0177919175,""INSTALLMENTS_PURCHASES"":2994.0913629641,""CASH_ADVANCE"":5985.9931780947,""PURCHASES_FREQUENCY"":0.374543629,""ONEOFF_PURCHASES_FREQUENCY"":0.3784502163,""PURCHASES_INSTALLMENTS_FREQUENCY"":0.4178078651,""CASH_ADVANCE_FREQUENCY"":0.3442917221,""CASH_ADVANCE_TRX"":20.3101729089,""PURCHASES_TRX"":70.0118321247,""CREDIT_LIMIT"":5173.9670960014,""PAYMENTS"":8521.9772667698,""MINIMUM_PAYMENTS"":9005.7604634069,""PRC_FULL_PAYMENT"":0.3400107031,""TENURE"":1.5389848257}","PAYMENTS, PURCHASES, PURCHASES_TRX, ONEOFF_PURCHASES, INSTALLMENTS_PURCHASES"
0,8567,"{""BALANCE"":1416.0273512485,""BALANCE_FREQUENCY"":0.8743302024,""PURCHASES"":783.7256869383,""ONEOFF_PURCHASES"":449.6019073188,""INSTALLMENTS_PURCHASES"":334.3647776351,""CASH_ADVANCE"":838.8979397703,""PURCHASES_FREQUENCY"":0.4802725347,""ONEOFF_PURCHASES_FREQUENCY"":0.1913246236,""PURCHASES_INSTALLMENTS_FREQUENCY"":0.3548140772,""CASH_ADVANCE_FREQUENCY"":0.127841811,""CASH_ADVANCE_TRX"":2.8281778919,""PURCHASES_TRX"":12.5390451733,""CREDIT_LIMIT"":4244.2281264666,""PAYMENTS"":1386.1387282527,""MINIMUM_PAYMENTS"":690.235819409,""PRC_FULL_PAYMENT"":0.1512499566,""TENURE"":11.5203688572}","{""BALANCE"":813.068705,""BALANCE_FREQUENCY"":1.0,""PURCHASES"":341.45,""ONEOFF_PURCHASES"":23.75,""INSTALLMENTS_PURCHASES"":79.0,""CASH_ADVANCE"":0.0,""PURCHASES_FREQUENCY"":0.428571,""ONEOFF_PURCHASES_FREQUENCY"":0.083333,""PURCHASES_INSTALLMENTS_FREQUENCY"":0.166667,""CASH_ADVANCE_FREQUENCY"":0.0,""CASH_ADVANCE_TRX"":0.0,""PURCHASES_TRX"":7.0,""CREDIT_LIMIT"":3000.0,""PAYMENTS"":805.79629,""MINIMUM_PAYMENTS"":292.6587125,""PRC_FULL_PAYMENT"":0.0,""TENURE"":12.0}","{""BALANCE"":1835.1024315512,""BALANCE_FREQUENCY"":0.2394397434,""PURCHASES"":1149.4152491924,""ONEOFF_PURCHASES"":884.4414815426,""INSTALLMENTS_PURCHASES"":563.1345333112,""CASH_ADVANCE"":1593.3985555318,""PURCHASES_FREQUENCY"":0.39958961,""ONEOFF_PURCHASES_FREQUENCY"":0.2893097847,""PURCHASES_INSTALLMENTS_FREQUENCY"":0.3938002672,""CASH_ADVANCE_FREQUENCY"":0.1879010934,""CASH_ADVANCE_TRX"":5.1114942127,""PURCHASES_TRX"":17.7991645944,""CREDIT_LIMIT"":3343.0568716773,""PAYMENTS"":1644.1801507364,""MINIMUM_PAYMENTS"":1211.8863142875,""PRC_FULL_PAYMENT"":0.2899718134,""TENURE"":1.3286738605}","TENURE, PRC_FULL_PAYMENT, BALANCE_FREQUENCY, PURCHASES_INSTALLMENTS_FREQUENCY, PURCHASES_FREQUENCY"
